,2021-04-01T06:00:00.000000000,2021-04-01T12:00:00.000000000,2021-04-01T18:00:00.000000000,2021-04-02T00:00:00.000000000,2021-04-02T06:00:00.000000000,2021-04-02T12:00:00.000000000,2021-04-02T18:00:00.000000000,2021-04-03T00:00:00.000000000,2021-04-03T06:00:00.000000000,2021-04-03T12:00:00.000000000,2021-04-03T18:00:00.000000000,2021-04-04T00:00:00.000000000
40.0,4.1709497823591124e-05,1.1296315855514852e-05,-1.5730763047550394e-05,-1.1660176279751542e-05,2.2080299607844538e-05,1.8892871181963054e-05,-2.4282959480352553e-05,-2.565764906786286e-05,9.964963706501268e-06,2.8207637632493466e-05,1.3013390225363898e-06,-1.3782741903209336e-05
50.0,4.339166087614397e-05,2.6511638709002612e-05,4.199008070133076e-06,-2.263179885819733e-05,1.1789265490780148e-06,3.6351518359289796e-05,8.811513501496384e-06,-2.593881420688468e-05,-9.59531601395345e-06,2.677428511872284e-05,1.657621967252717e-05,3.598705982520694e-06
70.0,1.1722242745994267e-06,7.4920281314643825e-06,2.744674675396843e-05,2.7733150887313955e-06,-1.923416781348359e-05,1.523515883191625e-05,3.231023554083292e-05,-3.106116483116632e-06,-2.5871652857660108e-05,-8.449212212694733e-06,2.6419806081443147e-05,5.542381322149755e-05
100.0,1.6889354947013764e-06,1.9223371516422877e-06,1.9938473369406303e-05,3.146141534394596e-05,1.3085752859764184e-05,3.251449776780468e-06,1.700237915690514e-05,1.9089114509522767e-05,7.195538096673188e-06,-1.0012171091983366e-05,-1.5146033627354631e-05,-5.583136354216127e-06
150.0,9.547114948042899e-06,4.369577402038481e-06,8.450172594074856e-06,1.2867830364921963e-05,3.901630688468768e-06,-3.7441970026699954e-06,1.4260045659025207e-06,1.0277446004187745e-05,1.3654364294453714e-05,1.1886422628704103e-05,1.5253109861559673e-05,2.3603520303791978e-05
200.0,-2.9274741560476858e-05,-1.7642302520412256e-05,-1.0766686790606615e-06,7.8968567700654e-06,4.454055394924261e-06,-6.045392181743508e-06,4.841946691027629e-06,1.965305601565875e-05,1.2984534831126724e-05,3.3954521903957862e-06,9.745592908558282e-06,1.8108840386722234e-05
250.0,-2.984061234096213e-05,-2.5144279906063434e-05,-2.3500012971115198e-05,-1.8569612328923946e-05,-1.331729400412492e-05,-1.3854189706188346e-05,-9.949131241240707e-06,-4.402202704225265e-06,-2.4034650496331204e-06,-2.843543484851054e-06,1.0157221414273838e-06,3.478681936229592e-06
300.0,-1.8184172882613337e-05,-1.3365377397399335e-05,-2.15953377042206e-05,-2.955242188945352e-05,-2.4861248023697166e-05,-1.4855643116175293e-05,-8.607917639584154e-06,-9.829795157883967e-06,-9.325601634002032e-06,-5.314494938055743e-06,-7.860978972425678e-07,-2.701113741595946e-06
350.0,-9.187744770846378e-06,-5.50296377078798e-06,-1.3751975815852538e-05,-2.489459590230401e-05,-2.527480391695613e-05,-2.1101348605758823e-05,-1.5111463912100985e-05,-1.7332691898316614e-05,-1.8544103882825882e-05,-6.444602813904274e-06,2.216124270780979e-06,4.322148332831556e-07
400.0,-4.856564132874266e-06,-1.2287787935371631e-06,-7.1498020102721195e-06,-1.784645686201711e-05,-1.9066496783668632e-05,-1.5650627139941924e-05,-1.3245003328364093e-05,-1.918106512493306e-05,-2.2607743668924017e-05,-1.1422037591856882e-05,-5.920262854962296e-06,-1.017725079938808e-05
450.0,3.169956923244925e-06,3.627565970038363e-06,-3.936620229633535e-06,-1.4799939723148884e-05,-1.904658439905158e-05,-1.3464114958559421e-05,-7.514486830954247e-06,-1.6013367403355752e-05,-2.4576926598078444e-05,-1.6460043470135377e-05,-1.0154327146579727e-05,-1.306813460785292e-05
500.0,8.944678430136037e-06,8.841415853688835e-06,3.8770873162339346e-07,-1.0770980943769813e-05,-1.7365630874430388e-05,-1.5339143927917795e-05,-7.99643869716942e-06,-1.1327651694080557e-05,-2.003568915123649e-05,-1.61855609130191e-05,-1.0965533043683102e-05,-1.3442644830792005e-05
550.0,7.435055017388747e-06,8.765804390821918e-06,5.609760080362034e-06,-3.221838464826169e-06,-1.2096085664479656e-05,-1.183579047281702e-05,-6.067435297984867e-06,-8.077345831062803e-06,-1.3741339243997564e-05,-1.1638288610720163e-05,-1.0011553440526925e-05,-1.3163334269657993e-05
600.0,-9.524856835687657e-07,3.073660688899725e-06,2.7381727954785537e-06,-7.624365836325577e-07,-3.724436598052586e-06,-3.790717609248162e-06,-1.7605771459072205e-06,-6.5105521058379055e-06,-9.689091670642472e-06,-6.513751635033175e-06,-7.584928089341394e-06,-1.1986612458693866e-05
650.0,-2.0381484114961707e-06,1.1734041254857729e-06,5.658510041046698e-07,-3.0807462728947223e-06,-2.036984220934364e-06,1.0033059728458505e-06,-2.3832520690915545e-07,-6.225119542726194e-06,-8.33261236716132e-06,-4.020648361148664e-06,-6.155506677989222e-06,-1.2133694976488285e-05
700.0,-9.699785666640946e-07,1.608880117372657e-06,-1.2261929923357497e-06,-5.42720830963665e-06,-2.102181871717104e-06,2.999300838014835e-06,-6.889099532154326e-07,-8.683476223744082e-06,-8.278715945973555e-06,-2.9292438777707497e-06,-6.504595649501277e-06,-1.370767665175864e-05
750.0,-7.951014792949199e-07,1.784965264610096e-06,-3.33925135235178e-06,-9.917029211637485e-06,-4.674011324138241e-06,3.4219289349104253e-06,-1.0255676738856828e-06,-1.1166163528839087e-05,-1.205140239882605e-05,-4.320514595327401e-06,-6.786326140731693e-06,-1.61545932579504e-05
800.0,-2.830209214382567e-07,1.5574952985864193e-06,-7.752032246798644e-06,-1.937915034138438e-05,-1.2350305376745518e-05,2.2593595002140897e-06,-2.699047308051659e-06,-1.7192055954586756e-05,-1.2550333289104741e-05,-1.204108153901694e-07,-8.935362903542271e-06,-2.3107659098649808e-05
850.0,-7.176076332271228e-06,-6.05491646262304e-07,-1.1492325951825173e-05,-3.199405097115916e-05,-2.3892402026927436e-05,1.124587214124305e-06,-4.875621715484073e-07,-1.788798136013765e-05,-7.634864351655493e-06,1.1250981733876275e-05,1.5210119871420253e-06,-1.4924451566652038e-05
900.0,-3.003547026824019e-06,6.1241507030376965e-06,-7.921892935695019e-06,-3.185930363023419e-05,-2.2650929459713755e-05,2.2667408101315873e-06,-1.4207212791395868e-06,-1.683460378878725e-05,-6.67795099507774e-06,1.1091245813415356e-05,2.2280505753764404e-06,-1.746689518471948e-05
925.0,2.7881614786282787e-06,9.816698324798673e-06,-1.0482891880563781e-05,-3.474542671745765e-05,-1.8765832911294277e-05,7.480464322764423e-06,-3.147285048005633e-06,-2.133398222258265e-05,-5.62372940136791e-06,1.431110747848113e-05,1.185246199926083e-06,-2.1938546618852994e-05
950.0,5.613667993066195e-06,1.1974037224330849e-05,-1.141022576143801e-05,-3.561193065731359e-05,-1.6222831240073303e-05,9.88686155893713e-06,-4.66208868803989e-06,-2.4186170902989838e-05,-4.521372138184073e-06,1.7572682789777795e-05,9.125296935470571e-07,-2.5465268184750412e-05
975.0,6.946770149193964e-06,1.3148434731667232e-05,-1.1554786980132645e-05,-3.550557468720018e-05,-1.4680735893626834e-05,1.0666709539859117e-05,-5.430119330610181e-06,-2.4947055850194458e-05,-3.829953441220137e-06,1.8979118847997577e-05,6.720373603283557e-07,-2.7383610828117208e-05
1000.0,7.25276666414412e-06,1.356217576973438e-05,-1.178237399068487e-05,-3.555109754496603e-05,-1.398694216738867e-05,1.1031678159396093e-05,-5.776238073066529e-06,-2.5451665097177772e-05,-3.4635221407956932e-06,1.971378031776297e-05,4.3232479990358234e-07,-2.85104803849268e-05
